Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TenureBucket,PromotionGapRatio,IncomePerJobLevel,AttritionRiskScore,RiskTier
30,0,Travel_Rarely,199,Research & Development,9,3,Life Sciences,1,Female,66,4,1,Manufacturing Director,1,Single,16838,26502,2,Yes,21,3,1,3,3,2,2,1,1,0,1,0-2yrs,0.0,16838.0,0.14333333333333334,Low
20,0,Travel_Frequently,144,Sales,18,3,Human Resources,3,Female,67,1,3,Laboratory Technician,3,Single,10295,15516,4,No,18,3,1,3,10,4,1,6,0,4,6,6-10yrs,0.5714285714285714,3431.6666666666665,0.05333333333333334,Low
42,0,Travel_Rarely,261,Research & Development,9,1,Life Sciences,4,Male,46,3,2,Healthcare Representative,1,Divorced,12215,3495,1,Yes,14,3,3,0,28,1,1,24,9,16,2,10+yrs,0.64,6107.5,0.09,Low
45,1,Travel_Rarely,641,Research & Development,19,4,Medical,1,Female,50,3,1,Manufacturing Director,4,Divorced,2431,22473,5,No,11,3,2,2,20,1,4,18,12,15,10,10+yrs,0.7894736842105263,2431.0,0.79,High
21,1,Travel_Rarely,323,Research & Development,5,2,Human Resources,1,Female,79,4,1,Sales Representative,4,Divorced,13926,2374,5,Yes,11,3,3,2,4,5,2,2,2,2,2,0-2yrs,0.6666666666666666,13926.0,0.7933333333333333,High
39,1,Travel_Rarely,1334,Research & Development,18,4,Marketing,1,Male,68,2,3,Healthcare Representative,3,Divorced,13880,18034,4,No,14,3,2,2,20,3,2,18,13,17,14,10+yrs,0.8947368421052632,4626.666666666667,0.9566666666666667,High
21,0,Travel_Rarely,1379,Research & Development,2,2,Medical,1,Male,70,4,3,Human Resources,2,Married,13591,21910,3,No,22,3,3,3,26,3,3,24,10,16,1,10+yrs,0.64,4530.333333333333,0.09333333333333334,Low
37,0,Travel_Rarely,352,Research & Development,1,3,Life Sciences,2,Female,95,1,3,Sales Executive,3,Divorced,16021,5134,4,No,17,3,3,2,5,1,2,2,2,0,2,0-2yrs,0.0,5340.333333333333,0.1,Low
44,0,Travel_Rarely,1260,Human Resources,8,3,Technical Degree,1,Male,58,4,1,Human Resources,3,Married,18975,21933,8,No,17,3,1,0,12,3,2,10,4,8,10,6-10yrs,0.7272727272727273,18975.0,0.06666666666666667,Low
48,0,Travel_Rarely,297,Sales,6,1,Human Resources,2,Female,90,3,2,Research Director,3,Married,17147,22256,6,No,16,4,1,0,13,2,3,11,11,5,11,10+yrs,0.4166666666666667,8573.5,0.06,Low
47,0,Travel_Rarely,1202,Sales,15,2,Medical,1,Male,98,4,1,Sales Representative,3,Married,15150,18346,0,No,14,3,2,2,7,3,3,3,3,0,3,3-5yrs,0.0,15150.0,0.06666666666666667,Low
49,0,Non-Travel,611,Research & Development,5,3,Marketing,3,Male,70,1,1,Research Director,1,Married,19643,10094,2,Yes,21,3,1,1,5,5,3,5,1,4,1,3-5yrs,0.6666666666666666,19643.0,0.10333333333333333,Low
28,0,Travel_Rarely,156,Research & Development,8,4,Marketing,2,Female,44,2,2,Sales Executive,1,Married,13816,7048,0,No,11,3,1,1,8,1,1,4,1,0,4,3-5yrs,0.0,6908.0,0.09333333333333334,Low
53,1,Travel_Rarely,699,Research & Development,3,4,Other,1,Female,59,3,3,Research Scientist,2,Divorced,13768,19625,2,Yes,19,3,2,3,7,4,2,4,4,0,4,3-5yrs,0.0,4589.333333333333,0.2833333333333333,Low
32,0,Travel_Rarely,1251,Research & Development,26,2,Human Resources,1,Male,33,3,2,Sales Executive,3,Divorced,11299,5924,7,No,24,3,2,0,12,3,2,10,4,1,10,6-10yrs,0.09090909090909091,5649.5,0.07,Low
33,1,Travel_Rarely,1406,Research & Development,22,3,Medical,2,Female,78,1,1,Research Director,2,Married,15612,18878,7,Yes,23,4,2,2,13,2,3,11,6,3,8,10+yrs,0.25,15612.0,0.8266666666666667,High
51,0,Travel_Rarely,269,Research & Development,7,1,Technical Degree,3,Male,49,3,1,Manufacturing Director,3,Single,2356,6239,4,No,16,3,1,1,7,5,1,5,5,5,5,3-5yrs,0.8333333333333334,2356.0,0.07,Low
31,0,Travel_Frequently,1270,Research & Development,4,4,Other,1,Male,94,2,2,Manufacturing Director,2,Married,10609,10397,6,No,22,4,1,0,9,0,1,7,7,5,1,6-10yrs,0.625,5304.5,0.13333333333333333,Low
21,0,Travel_Rarely,510,Research & Development,25,4,Marketing,2,Female,75,1,2,Manager,4,Single,9081,14663,3,No,14,3,4,1,5,4,4,4,0,0,4,3-5yrs,0.0,4540.5,0.04666666666666667,Low
48,0,Travel_Rarely,749,Sales,20,4,Life Sciences,3,Female,64,3,4,Manufacturing Director,2,Single,18342,6042,4,No,14,3,3,1,22,2,3,19,9,18,11,10+yrs,0.9,4585.5,0.30333333333333334,Low
45,0,Travel_Rarely,252,Research & Development,26,2,Medical,2,Male,43,3,3,Manager,4,Divorced,2378,21863,7,No,15,3,2,1,6,4,4,5,5,0,5,3-5yrs,0.0,792.6666666666666,0.05333333333333334,Low
42,0,Travel_Rarely,1462,Research & Development,6,2,Technical Degree,1,Female,36,1,4,Human Resources,2,Married,13231,19373,2,No,11,4,1,0,25,0,2,22,5,22,7,10+yrs,0.9565217391304348,3307.75,0.08666666666666667,Low
24,0,Travel_Rarely,1206,Sales,11,4,Other,2,Male,77,4,1,Laboratory Technician,2,Divorced,4502,2408,2,No,14,3,2,2,15,4,4,13,8,12,10,10+yrs,0.8571428571428571,4502.0,0.04,Low
44,1,Travel_Frequently,999,Research & Development,4,3,Medical,1,Female,83,3,2,Human Resources,3,Married,17787,23225,1,No,22,3,4,1,21,0,2,20,3,20,6,10+yrs,0.9523809523809523,8893.5,0.8333333333333334,High
26,0,Travel_Rarely,1117,Research & Development,13,1,Life Sciences,4,Female,48,2,1,Healthcare Representative,2,Married,17185,19920,1,No,21,3,4,2,19,2,3,15,10,13,5,10+yrs,0.8125,17185.0,0.12666666666666668,Low
41,0,Travel_Frequently,1323,Research & Development,5,3,Medical,4,Female,30,4,1,Manufacturing Director,1,Married,5473,22955,0,Yes,15,3,4,2,7,5,1,6,1,0,6,6-10yrs,0.0,5473.0,0.14666666666666667,Low
39,0,Travel_Rarely,300,Research & Development,1,3,Marketing,2,Male,52,4,4,Human Resources,2,Divorced,17562,17042,7,Yes,15,4,1,2,18,3,4,15,7,14,12,10+yrs,0.875,4390.5,0.18666666666666668,Low
50,1,Travel_Rarely,444,Sales,15,2,Life Sciences,1,Male,83,4,2,Healthcare Representative,4,Single,10438,17662,7,Yes,15,3,2,2,7,2,2,6,6,0,2,6-10yrs,0.0,5219.0,0.8966666666666666,High
59,0,Travel_Rarely,152,Research & Development,29,2,Life Sciences,1,Male,70,4,3,Research Scientist,1,Married,19449,11588,3,No,12,4,1,1,3,1,4,2,2,0,2,0-2yrs,0.0,6483.0,0.06333333333333334,Low
25,0,Travel_Rarely,784,Sales,19,1,Technical Degree,3,Female,35,1,2,Laboratory Technician,2,Married,14866,7685,5,No,13,3,4,1,8,0,2,6,6,6,3,6-10yrs,0.8571428571428571,7433.0,0.07,Low
22,0,Travel_Rarely,791,Research & Development,22,2,Human Resources,4,Female,38,1,1,Research Director,3,Married,1654,7885,2,No,24,3,1,2,10,0,4,6,6,3,1,6-10yrs,0.42857142857142855,1654.0,0.05,Low
41,0,Non-Travel,141,Research & Development,24,1,Medical,2,Female,37,1,4,Healthcare Representative,3,Divorced,4851,9905,0,No,20,3,3,0,4,4,2,3,3,0,2,3-5yrs,0.0,1212.75,0.02666666666666667,Low
57,0,Travel_Frequently,1026,Sales,29,2,Technical Degree,3,Male,83,4,3,Manager,2,Single,8668,9273,4,No,20,3,2,2,0,1,1,0,0,0,0,0-2yrs,0.0,2889.3333333333335,0.07333333333333333,Low
24,0,Travel_Rarely,112,Sales,4,1,Technical Degree,1,Female,84,2,3,Sales Representative,1,Married,5015,20865,1,No,14,3,3,1,23,0,1,23,0,23,14,10+yrs,0.9583333333333334,1671.6666666666667,0.08333333333333333,Low
38,1,Travel_Rarely,1210,Human Resources,8,2,Human Resources,4,Female,58,2,3,Research Scientist,1,Married,3516,15108,7,No,22,4,4,1,14,2,3,12,7,4,4,10+yrs,0.3076923076923077,1172.0,0.8033333333333333,High
35,0,Non-Travel,1087,Research & Development,18,3,Other,2,Male,78,4,2,Sales Executive,2,Divorced,19582,12271,2,Yes,13,4,2,0,13,2,1,10,8,5,10,6-10yrs,0.45454545454545453,9791.0,0.13333333333333333,Low
31,0,Travel_Rarely,1241,Sales,24,2,Other,1,Male,31,1,2,Manufacturing Director,4,Single,17512,20131,6,No,24,4,1,1,26,5,2,23,11,20,2,10+yrs,0.8333333333333334,8756.0,0.056666666666666664,Low
45,0,Travel_Rarely,265,Research & Development,23,1,Medical,4,Male,69,2,4,Human Resources,1,Single,9257,20312,2,No,18,3,3,1,6,1,3,5,5,0,5,3-5yrs,0.0,2314.25,0.056666666666666664,Low
30,0,Non-Travel,1318,Research & Development,22,4,Other,4,Male,49,2,1,Research Scientist,4,Single,5085,25372,1,Yes,15,3,3,3,14,1,2,10,8,2,6,6-10yrs,0.18181818181818182,5085.0,0.14333333333333334,Low
38,0,Travel_Rarely,866,Sales,10,2,Life Sciences,2,Female,87,2,2,Sales Representative,3,Married,4454,9736,4,Yes,21,4,1,2,21,0,1,21,0,18,9,10+yrs,0.8181818181818182,2227.0,0.15333333333333332,Low
53,0,Travel_Rarely,1308,Research & Development,11,3,Other,4,Female,64,3,2,Human Resources,1,Single,18399,8083,1,No,16,3,1,1,17,1,3,15,11,10,14,10+yrs,0.625,9199.5,0.08666666666666667,Low
33,0,Travel_Rarely,1074,Research & Development,3,3,Life Sciences,1,Male,89,3,3,Sales Executive,2,Married,7297,2157,3,No,14,3,3,0,13,3,3,9,4,9,9,6-10yrs,0.9,2432.3333333333335,0.07666666666666666,Low
18,0,Travel_Frequently,1018,Sales,10,3,Life Sciences,2,Female,69,2,4,Research Scientist,1,Single,1239,5995,2,No,20,3,3,1,10,1,3,6,5,3,6,6-10yrs,0.42857142857142855,309.75,0.18666666666666668,Low
55,0,Travel_Rarely,145,Research & Development,5,2,Life Sciences,3,Male,62,1,4,Research Director,4,Married,8550,17087,7,No,21,4,1,3,3,4,4,0,0,0,0,0-2yrs,0.0,2137.5,0.06,Low
29,0,Travel_Frequently,1068,Sales,28,4,Life Sciences,3,Female,96,3,3,Sales Executive,3,Married,9632,22230,4,No,19,3,3,0,3,4,1,2,1,1,1,0-2yrs,0.3333333333333333,3210.6666666666665,0.09,Low
50,0,Travel_Rarely,728,Sales,3,4,Marketing,2,Female,99,3,1,Sales Representative,2,Divorced,12838,17022,6,No,17,3,2,2,7,2,2,4,4,0,1,3-5yrs,0.0,12838.0,0.12,Low
50,0,Travel_Rarely,1288,Sales,11,4,Technical Degree,4,Female,61,3,4,Research Director,2,Single,7435,26793,5,No,15,3,1,2,20,1,1,19,5,10,4,10+yrs,0.5,1858.75,0.13666666666666666,Low
40,1,Travel_Rarely,1057,Research & Development,26,2,Human Resources,4,Female,55,2,2,Laboratory Technician,3,Single,18537,17688,8,No,16,3,3,0,16,4,4,15,3,13,8,10+yrs,0.8125,9268.5,0.8766666666666667,High
21,0,Non-Travel,204,Research & Development,28,2,Life Sciences,1,Female,75,4,2,Laboratory Technician,1,Single,13227,24064,3,No,23,3,3,3,12,5,3,10,3,7,0,6-10yrs,0.6363636363636364,6613.5,0.06333333333333334,Low
57,0,Travel_Rarely,1345,Human Resources,11,1,Medical,4,Female,42,3,4,Healthcare Representative,2,Married,19745,8704,7,No,16,3,1,1,22,5,1,19,0,18,3,10+yrs,0.9,4936.25,0.06,Low
46,0,Travel_Frequently,188,Sales,14,2,Life Sciences,1,Male,57,4,2,Healthcare Representative,1,Divorced,7973,10097,8,No,24,3,3,2,5,5,3,4,4,0,4,3-5yrs,0.0,3986.5,0.07333333333333333,Low
35,0,Travel_Rarely,518,Research & Development,16,4,Life Sciences,3,Female,89,3,2,Research Director,3,Single,13382,22276,8,No,13,3,1,0,9,4,1,5,4,4,5,3-5yrs,0.6666666666666666,6691.0,0.08333333333333333,Low
53,0,Travel_Rarely,403,Research & Development,24,2,Human Resources,2,Female,92,2,4,Manager,3,Single,7941,18523,6,Yes,13,3,3,3,13,4,2,9,9,6,9,6-10yrs,0.6,1985.25,0.14666666666666667,Low
51,0,Travel_Rarely,1463,Research & Development,23,4,Technical Degree,2,Female,59,2,2,Human Resources,2,Married,14298,14186,8,No,15,3,4,0,23,5,3,22,12,17,3,10+yrs,0.7391304347826086,7149.0,0.10666666666666667,Low
49,0,Travel_Rarely,314,Sales,16,4,Medical,1,Male,57,3,3,Laboratory Technician,1,Divorced,15168,25893,6,No,11,4,4,1,16,2,3,15,6,9,1,10+yrs,0.5625,5056.0,0.07666666666666666,Low
25,0,Travel_Rarely,1282,Research & Development,11,3,Medical,2,Male,91,3,1,Laboratory Technician,2,Divorced,7114,21059,2,Yes,23,3,2,3,21,5,4,21,12,16,8,10+yrs,0.7272727272727273,7114.0,0.10666666666666667,Low
44,0,Non-Travel,411,Sales,11,3,Other,1,Female,44,3,4,Laboratory Technician,4,Married,18815,9384,1,No,15,3,2,2,8,0,3,6,3,4,6,6-10yrs,0.5714285714285714,4703.75,0.04,Low
30,0,Non-Travel,1010,Research & Development,19,4,Technical Degree,4,Female,34,3,2,Manager,1,Single,17286,17277,1,No,12,3,1,2,21,4,4,21,2,14,6,10+yrs,0.6363636363636364,8643.0,0.10666666666666667,Low
21,0,Travel_Frequently,226,Research & Development,25,1,Medical,1,Female,35,2,3,Sales Executive,1,Married,17995,11901,5,Yes,19,4,4,1,5,2,3,1,1,0,1,0-2yrs,0.0,5998.333333333333,0.14666666666666667,Low
32,1,Travel_Rarely,648,Sales,3,1,Other,2,Female,37,1,3,Research Director,1,Married,5138,12401,1,No,24,3,2,3,9,1,1,5,5,0,5,3-5yrs,0.0,1712.6666666666667,0.7533333333333333,High
22,0,Travel_Rarely,972,Human Resources,23,1,Medical,1,Female,91,2,2,Sales Representative,4,Married,14639,22125,2,No,24,3,4,3,17,4,1,13,10,9,13,10+yrs,0.6428571428571429,7319.5,0.056666666666666664,Low
22,0,Travel_Frequently,1095,Research & Development,14,4,Medical,1,Female,32,4,2,Human Resources,1,Married,3021,18990,5,No,12,3,4,2,2,1,4,1,1,0,1,0-2yrs,0.0,1510.5,0.03666666666666667,Low
48,0,Travel_Rarely,1321,Research & Development,5,2,Human Resources,2,Female,53,3,1,Human Resources,3,Married,3004,2308,2,No,22,3,2,0,24,5,1,21,0,18,1,10+yrs,0.8181818181818182,3004.0,0.12333333333333334,Low
39,0,Non-Travel,1242,Research & Development,3,1,Technical Degree,4,Male,72,4,2,Sales Executive,4,Divorced,19491,16374,6,No,16,3,3,3,23,4,2,21,2,13,6,10+yrs,0.5909090909090909,9745.5,0.13333333333333333,Low
34,0,Non-Travel,826,Research & Development,10,1,Life Sciences,2,Female,72,3,2,Sales Representative,3,Single,3905,18175,8,No,22,4,2,0,14,0,1,13,13,11,0,10+yrs,0.7857142857142857,1952.5,0.11,Low
26,1,Travel_Rarely,524,Research & Development,8,2,Human Resources,4,Male,88,4,2,Healthcare Representative,2,Single,17418,14767,0,No,19,3,3,3,9,5,2,7,1,5,0,6-10yrs,0.625,8709.0,0.7033333333333334,High
50,0,Non-Travel,465,Sales,4,2,Medical,4,Female,98,1,2,Sales Representative,1,Single,9185,9499,5,No,21,4,1,0,2,0,3,2,2,0,2,0-2yrs,0.0,4592.5,0.023333333333333334,Low
44,1,Non-Travel,1489,Research & Development,9,1,Human Resources,2,Female,58,3,3,Research Director,1,Married,6769,18214,7,Yes,22,3,4,0,19,4,1,15,0,10,9,10+yrs,0.625,2256.3333333333335,0.8233333333333334,High
42,0,Travel_Rarely,951,Research & Development,25,1,Marketing,4,Female,46,1,4,Manager,1,Married,2396,25691,1,No,23,3,1,0,13,4,2,13,4,6,13,10+yrs,0.42857142857142855,599.0,0.26,Low
25,0,Non-Travel,1372,Research & Development,21,4,Human Resources,2,Female,36,1,4,Sales Executive,4,Divorced,13828,4148,7,No,13,3,3,0,19,3,4,18,2,16,1,10+yrs,0.8421052631578947,3457.0,0.10333333333333333,Low
23,0,Travel_Rarely,707,Research & Development,7,4,Other,3,Male,92,1,4,Research Director,1,Married,14705,17072,4,No,21,3,4,2,16,3,1,15,3,7,0,10+yrs,0.4375,3676.25,0.11333333333333333,Low
23,0,Travel_Rarely,779,Sales,20,1,Human Resources,3,Female,56,2,3,Manufacturing Director,1,Married,9873,24756,5,No,12,3,4,1,5,4,1,3,3,0,1,3-5yrs,0.0,3291.0,0.09333333333333334,Low
19,0,Travel_Rarely,1256,Human Resources,14,2,Other,3,Female,92,1,2,Healthcare Representative,4,Divorced,16388,12012,0,Yes,24,3,4,0,6,5,2,3,3,0,3,3-5yrs,0.0,8194.0,0.08,Low
58,0,Travel_Rarely,1111,Sales,22,2,Technical Degree,4,Female,54,2,3,Manager,2,Divorced,7139,10377,3,No,19,3,3,1,23,4,4,19,12,10,9,10+yrs,0.5,2379.6666666666665,0.13666666666666666,Low
33,1,Travel_Rarely,381,Sales,8,2,Life Sciences,1,Male,82,1,1,Human Resources,2,Divorced,11481,8190,3,No,13,3,4,3,4,1,2,3,3,0,3,3-5yrs,0.0,11481.0,0.8266666666666667,High
45,0,Non-Travel,833,Research & Development,2,1,Technical Degree,2,Female,75,1,4,Healthcare Representative,3,Married,6448,7617,1,No,15,4,4,2,24,3,3,23,8,17,1,10+yrs,0.7083333333333334,1612.0,0.16,Low
59,0,Travel_Rarely,398,Research & Development,10,4,Marketing,3,Male,79,2,3,Research Scientist,3,Single,12062,11777,6,Yes,23,3,2,2,2,1,1,2,2,0,2,0-2yrs,0.0,4020.6666666666665,0.14,Low
57,0,Travel_Rarely,1165,Sales,29,3,Human Resources,2,Male,75,2,1,Sales Representative,4,Divorced,3584,21294,4,No,20,3,3,1,20,0,3,18,5,9,1,10+yrs,0.47368421052631576,3584.0,0.25333333333333335,Low
31,0,Travel_Frequently,141,Research & Development,17,4,Medical,4,Female,51,2,2,Manager,2,Married,10047,6544,7,Yes,14,3,2,2,28,0,1,24,10,20,0,10+yrs,0.8,5023.5,0.15,Low
38,1,Travel_Rarely,1257,Research & Development,2,2,Human Resources,2,Female,37,2,2,Sales Executive,3,Single,11437,7780,1,Yes,22,3,2,3,11,2,3,11,11,7,6,10+yrs,0.5833333333333334,5718.5,0.9266666666666666,High
37,0,Travel_Frequently,1400,Sales,29,4,Marketing,2,Female,30,2,2,Healthcare Representative,4,Married,11574,26969,6,Yes,21,4,4,2,5,5,1,1,1,0,1,0-2yrs,0.0,5787.0,0.09333333333333334,Low
19,0,Travel_Rarely,132,Human Resources,24,3,Human Resources,2,Female,59,1,1,Research Director,2,Single,9485,26894,5,No,12,3,1,0,22,0,4,21,2,16,6,10+yrs,0.7272727272727273,9485.0,0.07,Low
50,0,Non-Travel,982,Research & Development,16,1,Marketing,3,Female,92,2,1,Research Director,2,Divorced,13227,7672,5,Yes,14,3,1,2,8,0,2,4,4,0,4,3-5yrs,0.0,13227.0,0.1,Low
42,1,Travel_Frequently,210,Research & Development,22,2,Marketing,1,Male,74,4,2,Laboratory Technician,4,Married,10731,12512,2,No,22,3,1,3,13,0,1,13,2,9,13,10+yrs,0.6428571428571429,5365.5,0.8533333333333334,High
33,0,Travel_Rarely,604,Sales,6,4,Medical,1,Male,77,1,2,Healthcare Representative,1,Divorced,6381,12088,6,No,15,3,1,0,28,1,2,24,7,21,1,10+yrs,0.84,3190.5,0.08,Low
41,1,Travel_Rarely,571,Research & Development,18,4,Human Resources,4,Male,48,1,4,Research Director,1,Married,5091,9415,2,Yes,11,3,3,1,19,3,1,18,1,17,4,10+yrs,0.8947368421052632,1272.75,0.79,High
48,0,Travel_Rarely,827,Research & Development,27,3,Life Sciences,1,Female,64,4,2,Manager,3,Single,13306,5821,6,Yes,19,3,4,2,2,4,1,1,1,0,1,0-2yrs,0.0,6653.0,0.11333333333333333,Low
18,0,Non-Travel,1384,Sales,13,1,Medical,1,Female,58,3,2,Manufacturing Director,4,Married,18833,3551,3,Yes,23,3,4,0,21,0,3,20,12,18,6,10+yrs,0.8571428571428571,9416.5,0.13666666666666666,Low
45,1,Travel_Frequently,746,Sales,2,3,Marketing,2,Female,39,2,4,Research Scientist,1,Married,15310,17344,4,No,18,3,4,2,4,4,2,4,4,0,4,3-5yrs,0.0,3827.5,0.78,High
54,0,Travel_Rarely,657,Sales,22,4,Life Sciences,2,Female,72,4,4,Sales Executive,4,Single,13133,3045,5,No,24,3,4,3,21,5,2,18,10,13,10,10+yrs,0.6842105263157895,3283.25,0.11,Low
48,0,Travel_Rarely,229,Sales,22,1,Other,1,Female,55,2,1,Sales Representative,4,Divorced,18509,17524,0,Yes,12,3,2,2,15,0,4,15,8,14,2,10+yrs,0.875,18509.0,0.07333333333333333,Low
44,0,Non-Travel,1342,Human Resources,22,2,Marketing,4,Male,58,3,1,Human Resources,4,Single,18092,4378,3,No,20,4,4,1,9,2,1,7,7,7,7,6-10yrs,0.875,18092.0,0.05333333333333334,Low
21,1,Travel_Rarely,540,Research & Development,19,1,Medical,1,Male,71,3,1,Manager,2,Divorced,10622,5859,1,Yes,20,3,2,0,14,4,2,10,1,2,3,6-10yrs,0.18181818181818182,10622.0,0.7733333333333333,High
49,0,Travel_Frequently,747,Research & Development,4,1,Medical,2,Male,32,1,2,Research Director,2,Divorced,3076,2125,8,No,24,3,3,2,4,4,1,2,2,0,2,0-2yrs,0.0,1538.0,0.06333333333333334,Low
49,0,Travel_Frequently,229,Human Resources,4,4,Medical,1,Male,95,4,3,Sales Representative,3,Single,13051,11945,3,No,18,3,1,3,28,1,2,24,10,17,3,10+yrs,0.68,4350.333333333333,0.08666666666666667,Low
38,1,Travel_Rarely,504,Research & Development,23,1,Technical Degree,2,Male,45,3,2,Manufacturing Director,1,Single,12834,10177,0,No,22,4,4,3,8,0,2,5,2,4,5,3-5yrs,0.6666666666666666,6417.0,0.7433333333333333,High
42,0,Travel_Rarely,874,Research & Development,25,1,Marketing,1,Female,77,1,1,Healthcare Representative,4,Single,6269,10306,0,No,13,4,4,2,10,2,1,7,7,7,7,6-10yrs,0.875,6269.0,0.06666666666666667,Low
43,1,Travel_Rarely,1360,Research & Development,3,1,Medical,4,Female,84,4,1,Laboratory Technician,3,Divorced,17139,9761,8,No,11,3,3,0,16,5,1,12,5,11,9,10+yrs,0.8461538461538461,17139.0,0.78,High
23,1,Travel_Rarely,560,Research & Development,17,4,Other,4,Male,40,3,3,Laboratory Technician,2,Single,17529,25457,1,Yes,21,4,1,1,16,5,4,16,7,9,7,10+yrs,0.5294117647058824,5843.0,0.7433333333333333,High
28,0,Non-Travel,884,Sales,15,2,Technical Degree,1,Female,47,4,2,Manager,3,Married,7287,12752,0,Yes,11,3,2,1,13,2,1,12,12,5,4,10+yrs,0.38461538461538464,3643.5,0.16666666666666666,Low
51,0,Travel_Frequently,1325,Research & Development,11,4,Marketing,1,Female,58,4,1,Manager,3,Married,10060,22230,1,Yes,23,3,3,0,13,3,4,12,4,4,10,10+yrs,0.3076923076923077,10060.0,0.09333333333333334,Low
58,0,Non-Travel,604,Research & Development,19,2,Technical Degree,4,Male,87,2,3,Human Resources,3,Single,4707,7823,1,No,11,4,2,0,14,3,4,14,13,14,1,10+yrs,0.9333333333333333,1569.0,0.09333333333333334,Low
29,0,Travel_Rarely,512,Sales,27,3,Technical Degree,2,Male,74,4,3,Laboratory Technician,4,Divorced,4388,14079,0,No,20,3,3,2,21,2,2,21,6,20,4,10+yrs,0.9090909090909091,1462.6666666666667,0.11333333333333333,Low
34,0,Travel_Rarely,162,Research & Development,24,4,Life Sciences,1,Female,62,1,2,Laboratory Technician,4,Divorced,6035,3568,8,No,17,3,2,0,9,3,2,9,7,0,9,6-10yrs,0.0,3017.5,0.03666666666666667,Low
56,1,Travel_Frequently,1371,Research & Development,5,3,Human Resources,1,Female,89,2,4,Research Scientist,4,Single,7949,8465,0,No,20,3,4,0,24,1,4,20,0,11,10,10+yrs,0.5238095238095238,1987.25,0.8333333333333334,High
24,0,Travel_Rarely,255,Research & Development,14,3,Medical,2,Male,63,3,4,Human Resources,3,Divorced,6185,3779,6,Yes,19,4,1,3,23,3,4,19,1,12,4,10+yrs,0.6,1546.25,0.07,Low
28,0,Travel_Rarely,401,Sales,28,1,Life Sciences,3,Male,92,3,1,Research Director,3,Divorced,3881,2517,7,No,17,3,2,2,26,3,1,24,4,23,5,10+yrs,0.92,3881.0,0.09,Low
20,0,Travel_Rarely,295,Research & Development,7,1,Technical Degree,3,Male,83,1,4,Laboratory Technician,2,Divorced,9496,6553,5,Yes,17,3,1,3,26,3,4,22,14,22,4,10+yrs,0.9565217391304348,2374.0,0.1,Low
27,0,Travel_Frequently,1090,Research & Development,25,3,Other,1,Male,42,1,1,Human Resources,1,Single,12847,5974,1,Yes,18,3,3,0,20,5,4,19,3,19,13,10+yrs,0.95,12847.0,0.11,Low
44,0,Travel_Frequently,610,Research & Development,15,2,Human Resources,2,Male,56,4,2,Sales Representative,2,Single,7193,9914,6,No,20,3,2,1,8,4,1,6,5,0,6,6-10yrs,0.0,3596.5,0.04666666666666667,Low
32,0,Travel_Rarely,1086,Research & Development,16,1,Medical,2,Female,31,4,4,Healthcare Representative,4,Single,11137,20590,2,No,20,3,2,2,23,4,1,19,12,11,1,10+yrs,0.55,2784.25,0.10666666666666667,Low
59,0,Non-Travel,950,Sales,8,1,Marketing,3,Female,46,3,4,Manufacturing Director,1,Married,6154,5699,3,No,17,3,1,2,18,4,3,18,4,12,2,10+yrs,0.631578947368421,1538.5,0.07333333333333333,Low
55,0,Travel_Rarely,121,Sales,27,2,Technical Degree,2,Female,31,3,1,Manager,3,Divorced,14373,17266,2,Yes,15,3,4,1,7,3,1,7,7,5,1,6-10yrs,0.625,14373.0,0.09666666666666666,Low
55,0,Travel_Rarely,530,Research & Development,16,1,Medical,1,Female,37,4,1,Sales Executive,1,Divorced,13321,11127,7,No,11,3,1,3,18,1,3,16,1,9,3,10+yrs,0.5294117647058824,13321.0,0.07666666666666666,Low
48,0,Travel_Rarely,105,Sales,17,3,Human Resources,4,Male,30,1,1,Research Scientist,2,Divorced,19241,12068,5,Yes,21,4,4,2,7,3,1,6,1,6,3,6-10yrs,0.8571428571428571,19241.0,0.11666666666666667,Low
47,1,Non-Travel,191,Research & Development,14,2,Medical,3,Male,77,4,2,Human Resources,1,Married,2007,25055,1,No,14,3,4,0,16,5,3,13,0,5,6,10+yrs,0.35714285714285715,1003.5,0.7266666666666667,High
39,0,Travel_Rarely,762,Human Resources,3,2,Medical,2,Male,58,1,2,Research Scientist,3,Married,17209,13622,3,No,17,3,4,0,22,5,1,19,1,11,11,10+yrs,0.55,8604.5,0.06,Low
59,0,Travel_Rarely,470,Sales,23,1,Life Sciences,1,Female,62,3,2,Research Scientist,4,Single,7466,8540,7,Yes,24,3,2,0,5,2,1,4,4,0,4,3-5yrs,0.0,3733.0,0.06333333333333334,Low
22,0,Travel_Rarely,224,Research & Development,10,3,Human Resources,1,Male,83,2,2,Research Director,4,Single,2254,7951,8,Yes,21,3,3,3,8,2,1,8,1,0,8,6-10yrs,0.0,1127.0,0.13666666666666666,Low
